# start, end, pivot, particles, density
3.93370e-03, 4.34159e-03, 4.13764e-03, 4.14128e-07, 1.01531e-03
4.34159e-03, 4.79026e-03, 4.56592e-03, 5.54007e-07, 1.23477e-03
4.79026e-03, 5.28380e-03, 5.03703e-03, 7.40593e-07, 1.50057e-03
5.28380e-03, 5.82669e-03, 5.55524e-03, 9.89347e-07, 1.82236e-03
5.82669e-03, 6.42388e-03, 6.12528e-03, 1.32080e-06, 2.21172e-03
6.42388e-03, 7.08078e-03, 6.75233e-03, 1.76222e-06, 2.68262e-03
7.08078e-03, 7.80337e-03, 7.44207e-03, 2.34977e-06, 3.25186e-03
7.80337e-03, 8.59822e-03, 8.20079e-03, 3.13143e-06, 3.93965e-03
8.59822e-03, 9.47256e-03, 9.03539e-03, 4.17079e-06, 4.77023e-03
9.47256e-03, 1.04343e-02, 9.95344e-03, 5.55205e-06, 5.77274e-03
1.04343e-02, 1.14923e-02, 1.09633e-02, 7.38668e-06, 6.98209e-03
1.14923e-02, 1.26560e-02, 1.20741e-02, 9.82212e-06, 8.44012e-03
1.26560e-02, 1.39361e-02, 1.32961e-02, 1.30532e-05, 1.01969e-02
1.39361e-02, 1.53443e-02, 1.46402e-02, 1.73371e-05, 1.23122e-02
1.53443e-02, 1.68932e-02, 1.61187e-02, 2.30132e-05, 1.48574e-02
1.68932e-02, 1.85970e-02, 1.77451e-02, 3.05286e-05, 1.79176e-02
1.85970e-02, 2.04712e-02, 1.95341e-02, 4.04716e-05, 2.15939e-02
2.04712e-02, 2.25329e-02, 2.15021e-02, 5.36159e-05, 2.60064e-02
2.25329e-02, 2.48007e-02, 2.36668e-02, 7.09764e-05, 3.12974e-02
2.48007e-02, 2.72953e-02, 2.60480e-02, 9.38835e-05, 3.76350e-02
2.72953e-02, 3.00393e-02, 2.86673e-02, 1.24077e-04, 4.52171e-02
3.00393e-02, 3.30578e-02, 3.15485e-02, 1.63830e-04, 5.42764e-02
3.30578e-02, 3.63781e-02, 3.47179e-02, 2.16102e-04, 6.50851e-02
3.63781e-02, 4.00304e-02, 3.82042e-02, 2.84737e-04, 7.79607e-02
4.00304e-02, 4.40479e-02, 4.20391e-02, 3.74722e-04, 9.32712e-02
4.40479e-02, 4.84672e-02, 4.62576e-02, 4.92494e-04, 1.11441e-01
4.84672e-02, 5.33285e-02, 5.08978e-02, 6.46342e-04, 1.32958e-01
5.33285e-02, 5.86758e-02, 5.60021e-02, 8.46894e-04, 1.58376e-01
5.86758e-02, 6.45579e-02, 6.16169e-02, 1.10771e-03, 1.88319e-01
6.45579e-02, 7.10282e-02, 6.77931e-02, 1.44602e-03, 2.23486e-01
7.10282e-02, 7.81456e-02, 7.45869e-02, 1.88355e-03, 2.64643e-01
7.81456e-02, 8.59746e-02, 8.20601e-02, 2.44753e-03, 3.12621e-01
8.59746e-02, 9.45866e-02, 9.02806e-02, 3.17182e-03, 3.68303e-01
9.45866e-02, 1.04060e-01, 9.93232e-02, 4.09806e-03, 4.32596e-01
1.04060e-01, 1.14480e-01, 1.09270e-01, 5.27693e-03, 5.06400e-01
1.14480e-01, 1.25943e-01, 1.20212e-01, 6.76920e-03, 5.90549e-01
1.25943e-01, 1.38552e-01, 1.32247e-01, 8.64644e-03, 6.85746e-01
1.38552e-01, 1.52421e-01, 1.45486e-01, 1.09911e-02, 7.92455e-01
1.52421e-01, 1.67678e-01, 1.60050e-01, 1.38953e-02, 9.10773e-01
1.67678e-01, 1.84460e-01, 1.76069e-01, 1.74580e-02, 1.04026e+00
1.84460e-01, 2.02921e-01, 1.93691e-01, 2.17786e-02, 1.17974e+00
2.02921e-01, 2.23227e-01, 2.13074e-01, 2.69475e-02, 1.32703e+00
2.23227e-01, 2.45565e-01, 2.34396e-01, 3.30302e-02, 1.47871e+00
2.45565e-01, 2.70136e-01, 2.57850e-01, 4.00448e-02, 1.62976e+00
2.70136e-01, 2.97164e-01, 2.83650e-01, 4.79303e-02, 1.77335e+00
2.97164e-01, 3.26895e-01, 3.12029e-01, 5.65063e-02, 1.90059e+00
3.26895e-01, 3.59599e-01, 3.43247e-01, 6.54242e-02, 2.00050e+00
3.59599e-01, 3.95573e-01, 3.77586e-01, 7.41156e-02, 2.06023e+00
3.95573e-01, 4.35145e-01, 4.15359e-01, 8.17481e-02, 2.06582e+00
4.35145e-01, 4.78674e-01, 4.56909e-01, 8.72117e-02, 2.00353e+00
4.78674e-01, 5.26556e-01, 5.02615e-01, 8.91692e-02, 1.86227e+00
5.26556e-01, 5.79226e-01, 5.52891e-01, 8.62250e-02, 1.63708e+00
5.79226e-01, 6.37163e-01, 6.08194e-01, 7.72767e-02, 1.33380e+00
6.37163e-01, 7.00894e-01, 6.69028e-01, 6.21057e-02, 9.74501e-01
7.00894e-01, 7.70997e-01, 7.35945e-01, 4.21831e-02, 6.01724e-01
7.70997e-01, 8.48112e-01, 8.09555e-01, 2.14138e-02, 2.77689e-01
8.48112e-01, 9.32937e-01, 8.90524e-01, 5.89431e-03, 6.94874e-02
9.32937e-01, 1.02625e+00, 9.79591e-01, 2.71754e-04, 2.91243e-03
1.02625e+00, 1.12888e+00, 1.07757e+00, 0.00000e+00, 0.00000e+00
1.12888e+00, 1.24179e+00, 1.18534e+00, 0.00000e+00, 0.00000e+00
1.24179e+00, 1.36598e+00, 1.30388e+00, 0.00000e+00, 0.00000e+00
1.36598e+00, 1.50259e+00, 1.43429e+00, 0.00000e+00, 0.00000e+00
1.50259e+00, 1.65287e+00, 1.57773e+00, 0.00000e+00, 0.00000e+00
1.65287e+00, 1.81817e+00, 1.73552e+00, 0.00000e+00, 0.00000e+00
1.81817e+00, 2.00000e+00, 1.90908e+00, 0.00000e+00, 0.00000e+00
